low
coax,coaxed,1
code,coded,1
coexist,coexisted,1
cohere,cohered,1
coin,coined,1
collapse,collapsed,1
commiserate,commiserated,1
commune,communed,1
communize,communized,1
compass,compassed,1
compile,compiled,1
comport,comported,1
conciliate,conciliated,1
condense,condensed,1
condition,conditioned,1
conjure,conjured,1
connote,connoted,1
consent,consented,1
conspire,conspired,1
construe,construed,1
contaminate,contaminated,1
contrive,contrived,1
convict,convicted,1
corral,corralled,1
corrode,corroded,1
corrupt,corrupted,1
counsel,counseled,1
counterbalance,counterbalanced,1
covet,coveted,1
crane,craned,1
cremate,cremated,1
crochet,crocheted,1
crown,crowned,1
crumble,crumbled,1
crush,crushed,1
crystallize,crystallized,1
cumulate,cumulated,1
cup,cupped,1
curb,curbed,1
dangle,dangled,1
dash,dashed,1
daunt,daunted,1
dawn,dawned,1
dazzle,dazzled,1
deceive,deceived,1
decelerate,decelerated,1
decertify,decertified,1
deck,decked,1
decompose,decomposed,1
deed,deeded,1
deem,deemed,1
deepen,deepened,1
defer,deferred,1
defrost,defrosted,1
degrade,degraded,1
dehumanize,dehumanized,1
delimit,delimited,1
deplore,deplored,1
deport,deported,1
depose,deposed,1
deposit,deposited,1
depress,depressed,1
derogate,derogated,1
despair,despaired,1
detach,detached,1
detail,detailed,1
detain,detained,1
deter,deterred,1
deteriorate,deteriorated,1
detest,detested,1
detract,detracted,1
detribalize,detribalized,1
devastate,devastated,1
deviate,deviated,1
dice,diced,1
diffuse,diffused,1
dignify,dignified,1
digress,digressed,1
dimension,dimensioned,1
disable,disabled,1
disaffiliate,disaffiliated,1
disassemble,disassembled,1
disbelieve,disbelieved,1
discard,discarded,1
disconcert,disconcerted,1
discourse,discoursed,1
discriminate,discriminated,1
disdain,disdained,1
disengage,disengaged,1
disown,disowned,1
disqualify,disqualified,1
disrobe,disrobed,1
dissect,dissected,1
dissent,dissented,1
divert,diverted,1
divest,divested,1
dole,doled,1
dovetail,dovetailed,1
downgrade,downgraded,1
draft,drafted,1
droop,drooped,1
dunk,dunked,1
ebb,ebbed,1
edge,edged,1
effloresce,effloresced,1
eject,ejected,1
elapse,elapsed,1
embezzle,embezzled,1
embody,embodied,1
emit,emitted,1
empower,empowered,1
encamp,encamped,1
enchant,enchanted,1
encircle,encircled,1
encroach,encroached,1
endanger,endangered,1
endeavor,endeavored,1
enjoin,enjoined,1
enlighten,enlightened,1
entreat,entreated,1
enunciate,enunciated,1
epitomize,epitomized,1
equalize,equalized,1
equip,equipped,1
erase,erased,1
err,erred,1
eschew,eschewed,1
eulogize,eulogized,1
evacuate,evacuated,1
evade,evaded,1
evaporate,evaporated,1
eventuate,eventuated,1
evidence,evidenced,1
exalt,exalted,1
exasperate,exasperated,1
excel,excelled,1
except,excepted,1
exclaim,exclaimed,1
excoriate,excoriated,1
exempt,exempted,1
exorcise,exorcised,1
expend,expended,1
expire,expired,1
expunge,expunged,1
extemporize,extemporized,1
extenuate,extenuated,1
extinguish,extinguished,1
extrapolate,extrapolated,1
fabricate,fabricated,1
fade,faded,1
fake,faked,1
father,fathered,1
fatten,fattened,1
faze,fazed,1
feather,feathered,1
federalize,federalized,1
feint,feinted,1
ferret,ferreted,1
fete,feted,1
fetishize,fetishized,1
film,filmed,1
filter,filtered,1
fine,fined,1
flag,flagged,1
flake,flaked,1
flatten,flattened,1
flatter,flattered,1
flee,fled,1
flex,flexed,1
flicker,flickered,1
flirt,flirted,1
flock,flocked,1
flog,flogged,1
flounder,floundered,1
flower,flowered,1
flurry,flurried,1
flush,flushed,1
foam,foamed,1
foretell,foretold,1
forgo,forwent,1
fork,forked,1
forsake,forsook,1
foul,fouled,1
found,founded,1
fraternize,fraternized,1
fret,fretted,1
frown,frowned,1
fulminate,fulminated,1
gallop,galloped,1
gamble,gambled,1
game,gamed,1
garage,garaged,1
garden,gardened,1
garner,garnered,1
gas,gassed,1
gasp,gasped,1
gentle,gentled,1
gild,gilded,1
gird,girded,1
glamorize,glamorized,1
glare,glared,1
gleam,gleamed,1
glean,gleaned,1
glimpse,glimpsed,1
glorify,glorified,1
glow,glowed,1
glue,glued,1
gnaw,gnawed,1
gouge,gouged,1
grapple,grappled,1
gratify,gratified,1
graze,grazed,1
grill,grilled,1
grin,grinned,1
grip,gripped,1
grope,groped,1
ground,grounded,1
grovel,groveled,1
grunt,grunted,1
gun,gunned,1
guy,guyed,1
guzzle,guzzled,1
hail,hailed,1
hammer,hammered,1
harass,harassed,1
harden,hardened,1
harm,harmed,1
harry,harried,1
hatch,hatched,1
hazard,hazarded,1
heave,heaved,1
heighten,heightened,1
hike,hiked,1
hint,hinted,1
hobble,hobbled,1
hoist,hoisted,1
hole,holed,1
home,homed,1
homogenize,homogenized,1
hook,hooked,1
hoot,hooted,1
hop,hopped,1
huckster,huckstered,1
hum,hummed,1
humanize,humanized,1
humble,humbled,1
hunch,hunched,1
hurdle,hurdled,1
hypothesize,hypothesized,1
idle,idled,1
idolize,idolized,1
illuminate,illuminated,1
illumine,illumined,1
imbibe,imbibed,1
imperil,imperiled,1
implore,implored,1
imprint,imprinted,1
impute,imputed,1
incarnate,incarnated,1
incise,incised,1
index,indexed,1
infect,infected,1
infer,inferred,1
infest,infested,1
inflame,inflamed,1
inflate,inflated,1
infuriate,infuriated,1
inhabit,inhabited,1
innovate,innovated,1
instigate,instigated,1
institute,instituted,1
intercede,interceded,1
intrude,intruded,1
inveigh,inveighed,1
inventory,inventoried,1
invert,inverted,1
iodinate,iodinated,1
iron,ironed,1
irrigate,irrigated,1
jerk,jerked,1
jostle,jostled,1
journey,journeyed,1
kayo,kayoed,1
keel,keeled,1
key,keyed,1
kid,kidded,1
knead,kneaded,1
knot,knotted,1
knuckle,knuckled,1
label,labeled,1
lacerate,lacerated,1
lampoon,lampooned,1
lap,lapped,1
lasso,lassoed,1
latch,latched,1
laze,lazed,1
legislate,legislated,1
license,licensed,1
lob,lobbed,1
localize,localized,1
loom,loomed,1
lounge,lounged,1
lug,lugged,1
lull,lulled,1
lunch,lunched,1
lunge,lunged,1
lurk,lurked,1
major,majored,1
maltreat,maltreated,1
map,mapped,1
mask,masked,1
masquerade,masqueraded,1
massacre,massacred,1
massage,massaged,1
meddle,meddled,1
meditate,meditated,1
meld,melded,1
mew,mewed,1
migrate,migrated,1
mince,minced,1
mirror,mirrored,1
misunderstand,misunderstood,1
miter,mitered,1
mitigate,mitigated,1
moan,moaned,1
model,modeled,1
modernize,modernized,1
molest,molested,1
moon,mooned,1
motivate,motivated,1
motor,motored,1
munch,munched,1
murmur,murmured,1
mutter,muttered,1
nab,nabbed,1
nationalize,nationalized,1
navigate,navigated,1
nest,nested,1
neutralize,neutralized,1
nickname,nicknamed,1
nip,nipped,1
normalize,normalized,1
nose,nosed,1
nudge,nudged,1
nullify,nullified,1
officiate,officiated,1
omit,omitted,1
ooze,oozed,1
orate,orated,1
orbit,orbited,1
ossify,ossified,1
outclass,outclassed,1
outfox,outfoxed,1
outrage,outraged,1
outwit,outwitted,1
overburden,overburdened,1
overeat,overate,1
overexpose,overexposed,1
overhaul,overhauled,1
overheat,overheated,1
override,overrode,1
overwhelm,overwhelmed,1
package,packaged,1
pad,padded,1
paddle,paddled,1
page,paged,1
pall,palled,1
pamper,pampered,1
pan,panned,1
paper,papered,1
parade,paraded,1
paralyze,paralyzed,1
park,parked,1
parley,parleyed,1
partake,partook,1
party,partied,1
paste,pasted,1
pat,patted,1
patronize,patronized,1
pattern,patterned,1
paw,pawed,1
peck,pecked,1
pedal,pedaled,1
peddle,peddled,1
pen,penned,1
perch,perched,1
perk,perked,1
permeate,permeated,1
perplex,perplexed,1
pester,pestered,1
petition,petitioned,1
phrase,phrased,1
piece,pieced,1
pioneer,pioneered,1
pit,pitted,1
pitch,pitched,1
pity,pitied,1
plane,planed,1
plank,planked,1
pleasure,pleasured,1
plod,plodded,1
pluck,plucked,1
plunder,plundered,1
plunge,plunged,1
poach,poached,1
poison,poisoned,1
poke,poked,1
polarize,polarized,1
ponder,pondered,1
populate,populated,1
presage,presaged,1
pressure,pressured,1
presuppose,presupposed,1
price,priced,1
prick,pricked,1
pride,prided,1
prize,prized,1
process,processed,1
procrastinate,procrastinated,1
prod,prodded,1
prolong,prolonged,1
propagate,propagated,1
propitiate,propitiated,1
prorate,prorated,1
proscribe,proscribed,1
prostitute,prostituted,1
protrude,protruded,1
prowl,prowled,1
puff,puffed,1
pulse,pulsed,1
pump,pumped,1
punch,punched,1
purge,purged,1
putt,putted,1
pyramid,pyramided,1
quadruple,quadrupled,1
quench,quenched,1
quibble,quibbled,1
quicken,quickened,1
radiate,radiated,1
radio,radioed,1
raid,raided,1
ram,rammed,1
ratify,ratified,1
reassure,reassured,1
rebound,rebounded,1
recapitulate,recapitulated,1
recess,recessed,1
reciprocate,reciprocated,1
recoil,recoiled,1
recollect,recollected,1
recommence,recommenced,1
recreate,recreated,1
redirect,redirected,1
redo,redid,1
redress,redressed,1
reek,reeked,1
refinance,refinanced,1
refresh,refreshed,1
refute,refuted,1
regain,regained,1
rehash,rehashed,1
rehearse,rehearsed,1
reign,reigned,1
reimburse,reimbursed,1
reiterate,reiterated,1
rejoice,rejoiced,1
remonstrate,remonstrated,1
rend,rent,1
reopen,reopened,1
reorganize,reorganized,1
repress,repressed,1
reproach,reproached,1
repudiate,repudiated,1
restock,restocked,1
retail,retailed,1
retaliate,retaliated,1
retch,retched,1
retell,retold,1
retrograde,retrograded,1
reunite,reunited,1
revel,reveled,1
reverence,reverenced,1
revitalize,revitalized,1
revolve,revolved,1
rhyme,rhymed,1
riffle,riffled,1
rig,rigged,1
rinse,rinsed,1
ripple,rippled,1
roar,roared,1
room,roomed,1
rough,roughed,1
rove,roved,1
rust,rusted,1
saddle,saddled,1
salivate,salivated,1
salute,saluted,1
sample,sampled,1
satiate,satiated,1
sauce,sauced,1
savvy,savvied,1
scald,scalded,1
scale,scaled,1
scarify,scarified,1
scoop,scooped,1
scour,scoured,1
scout,scouted,1
scuff,scuffed,1
seat,seated,1
seclude,secluded,1
segregate,segregated,1
sentimentalize,sentimentalized,1
shame,shamed,1
sharpen,sharpened,1
shelter,sheltered,1
shepherd,shepherded,1
shim,shimmed,1
shore,shored,1
shoulder,shouldered,1
shriek,shrieked,1
shuffle,shuffled,1
shun,shunned,1
sidle,sidled,1
sigh,sighed,1
sight,sighted,1
silence,silenced,1
single,singled,1
sizzle,sizzled,1
skate,skated,1
sketch,sketched,1
skulk,skulked,1
slant,slanted,1
slop,slopped,1
smirk,smirked,1
smuggle,smuggled,1
sneak,sneaked,1
snoop,snooped,1
snow,snowed,1
socialize,socialized,1
sock,socked,1
solace,solaced,1
solicit,solicited,1
solo,soloed,1
sour,soured,1
space,spaced,1
spade,spaded,1
spat,spatted,1
spearhead,spearheaded,1
spike,spiked,1
spill,spilled,1
spiral,spiraled,1
splinter,splintered,1
sprout,sprouted,1
sputter,sputtered,1
spy,spied,1
squat,squatted,1
squawk,squawked,1
startle,startled,1
starve,starved,1
steady,steadied,1
sterilize,sterilized,1
stink,stank,1
storm,stormed,1
strain,strained,1
strap,strapped,1
stratify,stratified,1
string,strung,1
stroke,stroked,1
structure,structured,1
stumble,stumbled,1
stunt,stunted,1
subject,subjected,1
subjugate,subjugated,1
sublimate,sublimated,1
subordinate,subordinated,1
subscribe,subscribed,1
subsist,subsisted,1
succumb,succumbed,1
suffuse,suffused,1
sum,summed,1
sun,sunned,1
sunder,sundered,1
sup,supped,1
superintend,superintended,1
surfeit,surfeited,1
surge,surged,1
surmise,surmised,1
surmount,surmounted,1
surpass,surpassed,1
swarm,swarmed,1
sway,swayed,1
sweat,sweated,1
swerve,swerved,1
swivel,swiveled,1
synchronize,synchronized,1
synthesize,synthesized,1
table,tabled,1
tabulate,tabulated,1
tame,tamed,1
tamp,tamped,1
tamper,tampered,1
tangle,tangled,1
taper,tapered,1
tarry,tarried,1
tat,tatted,1
taunt,taunted,1
telegraph,telegraphed,1
telescope,telescoped,1
temporize,temporized,1
thicken,thickened,1
thrash,thrashed,1
thrill,thrilled,1
thrive,thrived,1
throng,thronged,1
thud,thudded,1
thump,thumped,1
tide,tided,1
till,tilled,1
time,timed,1
tipple,tippled,1
titter,tittered,1
toll,tolled,1
tone,toned,1
topple,toppled,1
tote,toted,1
tour,toured,1
trammel,trammeled,1
transcend,transcended,1
transcribe,transcribed,1
travesty,travestied,1
trigger,triggered,1
trip,tripped,1
triumph,triumphed,1
truck,trucked,1
trump,trumped,1
trumpet,trumpeted,1
tuck,tucked,1
tug,tugged,1
tumble,tumbled,1
tunnel,tunneled,1
typify,typified,1
tyrannize,tyrannized,1
uncap,uncapped,1
underrate,underrated,1
underscore,underscored,1
unearth,unearthed,1
unhook,unhooked,1
universalize,universalized,1
unleash,unleashed,1
unpack,unpacked,1
unravel,unraveled,1
unscramble,unscrambled,1
unscrew,unscrewed,1
unsheathe,unsheathed,1
unteach,untaught,1
unwire,unwired,1
update,updated,1
usher,ushered,1
usurp,usurped,1
vacate,vacated,1
vacation,vacationed,1
value,valued,1
vest,vested,1
veto,vetoed,1
vex,vexed,1
victimize,victimized,1
vindicate,vindicated,1
vivify,vivified,1
vocalize,vocalized,1
waive,waived,1
wallow,wallowed,1
war,warred,1
water,watered,1
wax,waxed,1
weatherstrip,weatherstripped,1
wed,wedded,1
weed,weeded,1
weld,welded,1
whimper,whimpered,1
whistle,whistled,1
wield,wielded,1
will,willed,1
wilt,wilted,1
wing,winged,1
winnow,winnowed,1
wreak,wreaked,1
wrest,wrested,1
yank,yanked,1
yawn,yawned,1
yearn,yearned,1
zip,zipped,1
medium
bless,blessed,3
crow,crowed,5
back,backed,25
beat,beat,25
cross,crossed,25
drink,drank,25
matter,mattered,25
observe,observed,25
recommend,recommended,25
reflect,reflected,25
rest,rested,25
sound,sounded,25
arrive,arrived,24
attack,attacked,24
attempt,attempted,24
finish,finished,24
force,forced,24
forgive,forgave,24
insure,insured,24
treat,treated,24
accomplish,accomplished,23
blame,blamed,23
compete,competed,23
enable,enabled,23
exercise,exercised,23
favor,favored,23
gain,gained,23
last,lasted,23
repeat,repeated,23
settle,settled,23
trust,trusted,23
aid,aided,22
bother,bothered,22
demand,demanded,22
own,owned,22
participate,participated,22
resist,resisted,22
strike,struck,22
assist,assisted,21
cope,coped,21
defend,defended,21
name,named,21
respond,responded,21
attain,attained,20
benefit,benefited,20
conduct,conducted,20
emphasize,emphasized,20
figure,figured,20
manage,managed,20
miss,missed,20
pursue,pursued,20
state,stated,20
step,stepped,20
suspect,suspected,20
assert,asserted,19
attract,attracted,19
complete,completed,19
define,defined,19
distinguish,distinguished,19
gather,gathered,19
ignore,ignored,19
paint,painted,19
relax,relaxed,19
announce,announced,18
assign,assigned,18
clean,cleaned,18
cry,cried,18
deliver,delivered,18
differ,differed,18
emerge,emerged,18
exceed,exceeded,18
experience,experienced,18
finance,financed,18
fly,flew,18
guide,guided,18
hide,hid,18
hurry,hurried,18
influence,influenced,18
lift,lifted,18
mark,marked,18
marry,married,18
proceed,proceeded,18
roll,rolled,18
select,selected,18
sign,signed,18
solve,solved,18
submit,submitted,18
test,tested,18
view,viewed,18
consist,consisted,17
dance,danced,17
illustrate,illustrated,17
limit,limited,17
order,ordered,17
overcome,overcame,17
persuade,persuaded,17
possess,possessed,17
question,questioned,17
adjust,adjusted,16
collect,collected,16
conclude,concluded,16
confirm,confirmed,16
dare,dared,16
doubt,doubted,16
drill,drilled,16
effect,effected,16
judge,judged,16
locate,located,16
minimize,minimized,16
occupy,occupied,16
satisfy,satisfied,16
score,scored,16
secure,secured,16
stick,sticked,16
strengthen,strengthened,16
wake,woke,16
yield,yielded,16
abandon,abandoned,15
advance,advanced,15
alter,altered,15
approach,approached,15
cease,ceased,15
charge,charged,15
combine,combined,15
commit,committed,15
devote,devoted,15
dry,dried,15
earn,earned,15
hire,hired,15
hurt,hurt,15
jump,jumped,15
oppose,opposed,15
qualify,qualified,15
quote,quoted,15
react,reacted,15
refuse,refused,15
remind,reminded,15
shake,shook,15
shift,shifted,15
shut,shut,15
translate,translated,15
welcome,welcomed,15
accommodate,accommodated,14
approve,approved,14
attach,attached,14
challenge,challenged,14
clear,cleared,14
conceive,conceived,14
cook,cooked,14
direct,directed,14
divide,divided,14
dress,dressed,14
ease,eased,14
engage,engaged,14
entertain,entertained,14
intend,intended,14
issue,issued,14
organize,organized,14
reply,replied,14
separate,separated,14
succeed,succeeded,14
sustain,sustained,14
absorb,absorbed,13
adopt,adopted,13
behave,behaved,13
bet,bet,13
brush,brushed,13
capture,captured,13
clarify,clarified,13
communicate,communicated,13
convey,conveyed,13
derive,derived,13
encounter,encountered,13
evaluate,evaluated,13
expand,expanded,13
fix,fixed,13
flow,flowed,13
grant,granted,13
honor,honored,13
imply,implied,13
lack,lacked,13
lend,lent,13
perceive,perceived,13
proclaim,proclaimed,13
propose,proposed,13
relieve,relieved,13
rely,relied,13
trade,traded,13
undertake,undertook,13
urge,urged,13
weep,wept,13
acknowledge,acknowledged,12
affirm,affirmed,12
bend,bent,12
coincide,coincided,12
concern,concerned,12
construct,constructed,12
correct,corrected,12
cure,cured,12
deduct,deducted,12
deserve,deserved,12
display,displayed,12
exhibit,exhibited,12
explore,explored,12
focus,focused,12
grab,grabbed,12
inspect,inspected,12
object,objected,12
practice,practiced,12
pray,prayed,12
project,projected,12
quit,quit,12
range,ranged,12
rent,rented,12
sue,sued,12
terminate,terminated,12
anticipate,anticipated,11
beg,begged,11
climb,climbed,11
complain,complained,11
comprise,comprised,11
confess,confessed,11
consult,consulted,11
cooperate,cooperated,11
desire,desired,11
disappear,disappeared,11
dream,dreamed,11
exert,exerted,11
free,freed,11
frighten,frightened,11
interpret,interpreted,11
introduce,introduced,11
investigate,investigated,11
knock,knocked,11
mix,mixed,11
pack,packed,11
purchase,purchased,11
record,recorded,11
recover,recovered,11
render,rendered,11
resolve,resolved,11
restrict,restricted,11
retain,retained,11
reverse,reversed,11
risk,risked,11
sink,sank,11
snap,snapped,11
specify,specified,11
stress,stressed,11
swing,swung,11
threaten,threatened,11
trim,trimmed,11
warn,warned,11
warrant,warranted,11
accuse,accused,10
admire,admired,10
aim,aimed,10
analyze,analyzed,10
appeal,appealed,10
arrange,arranged,10
associate,associated,10
burn,burned,10
command,commanded,10
commute,commuted,10
concentrate,concentrated,10
conform,conformed,10
damn,damned,10
decrease,decreased,10
detect,detected,10
disturb,disturbed,10
drag,dragged,10
fire,fired,10
glance,glanced,10
grasp,grasped,10
hesitate,hesitated,10
invite,invited,10
light,lit,10
march,marched,10
merge,merged,10
negotiate,negotiated,10
owe,owed,10
reinforce,reinforced,10
reject,rejected,10
restrain,restrained,10
resume,resumed,10
review,reviewed,10
sacrifice,sacrificed,10
secede,seceded,10
sense,sensed,10
smile,smiled,10
swear,swore,10
swim,swam,10
tap,tapped,10
train,trained,10
tremble,trembled,10
unite,united,10
utilize,utilized,10
wash,washed,10
wipe,wiped,10
await,awaited,9
bless,blessed,9
borrow,borrowed,9
burst,burst,9
center,centered,9
choke,choked,9
convert,converted,9
crack,cracked,9
crawl,crawled,9
dig,dug,9
disclose,disclosed,9
discourage,discouraged,9
employ,employed,9
estimate,estimated,9
formulate,formulated,9
fulfill,fulfilled,9
house,housed,9
impose,imposed,9
induce,induced,9
indulge,indulged,9
insert,inserted,9
interfere,interfered,9
kiss,kissed,9
land,landed,9
laugh,laughed,9
multiply,multiplied,9
pose,posed,9
promise,promised,9
recruit,recruited,9
release,released,9
restore,restored,9
retire,retired,9
saw,sawed,9
simplify,simplified,9
smell,smelled,9
square,squared,9
stare,stared,9
symbolize,symbolized,9
tear,tore,9
tie,tied,9
witness,witnessed,9
abolish,abolished,8
accompany,accompanied,8
address,addressed,8
advise,advised,8
assemble,assembled,8
balance,balanced,8
blow,blew,8
broaden,broadened,8
concede,conceded,8
confront,confronted,8
declare,declared,8
delay,delayed,8
devise,devised,8
dominate,dominated,8
dwell,dwelt,8
elect,elected,8
embrace,embraced,8
endure,endured,8
enforce,enforced,8
ensure,ensured,8
exaggerate,exaggerated,8
exploit,exploited,8
further,furthered,8
guard,guarded,8
hand,handed,8
install,installed,8
isolate,isolated,8
leap,leaped,8
notify,notified,8
obey,obeyed,8
preach,preached,8
predict,predicted,8
register,registered,8
repel,repelled,8
resemble,resembled,8
resent,resented,8
revive,revived,8
search,searched,8
slide,slid,8
slow,slowed,8
smoke,smoked,8
spare,spared,8
squeeze,squeezed,8
suit,suited,8
testify,testified,8
undergo,underwent,8
undermine,undermined,8
waste,wasted,8
withdraw,withdrew,8
ascertain,ascertained,7
awaken,awakened,7
bid,bade,7
bite,bit,7
boast,boasted,7
boil,boiled,7
bore,bored,7
breathe,breathed,7
cancel,canceled,7
cite,cited,7
commend,commended,7
comment,commented,7
compute,computed,7
conceal,concealed,7
contemplate,contemplated,7
cool,cooled,7
coordinate,coordinated,7
correspond,corresponded,7
creep,crept,7
decline,declined,7
defeat,defeated,7
defy,defied,7
depart,departed,7
despise,despised,7
disagree,disagreed,7
dislike,disliked,7
drain,drained,7
duck,ducked,7
educate,educated,7
enact,enacted,7
enlarge,enlarged,7
equate,equated,7
exclude,excluded,7
execute,executed,7
experiment,experimented,7
expose,exposed,7
feature,featured,7
generate,generated,7
govern,governed,7
greet,greeted,7
halt,halted,7
heed,heeded,7
inform,informed,7
inhibit,inhibited,7
integrate,integrated,7
invent,invented,7
launch,launched,7
lean,leaned,7
linger,lingered,7
list,listed,7
lower,lowered,7
master,mastered,7
mature,matured,7
offset,offset,7
penetrate,penetrated,7
postpone,postponed,7
pour,poured,7
pretend,pretended,7
prevail,prevailed,7
reckon,reckoned,7
relate,related,7
repay,repaid,7
reproduce,reproduced,7
request,requested,7
reserve,reserved,7
ring,rang,7
rule,ruled,7
scream,screamed,7
shop,shopped,7
slip,slipped,7
soak,soaked,7
speculate,speculated,7
sponsor,sponsored,7
stir,stirred,7
store,stored,7
straighten,straightened,7
stretch,stretched,7
strive,strove,7
struggle,struggled,7
supplement,supplemented,7
surrender,surrendered,7
sweep,swept,7
sympathize,sympathized,7
trace,traced,7
transform,transformed,7
unload,unloaded,7
uphold,upheld,7
violate,violated,7
wander,wandered,7
weaken,weakened,7
wind,winded,7
abide,abode,6
appoint,appointed,6
arrest,arrested,6
assess,assessed,6
better,bettered,6
calm,calmed,6
cast,cast,6
characterize,characterized,6
classify,classified,6
cling,clung,6
compose,composed,6
contend,contended,6
contract,contracted,6
distribute,distributed,6
divorce,divorced,6
elaborate,elaborated,6
endorse,endorsed,6
equal,equaled,6
evoke,evoked,6
excuse,excused,6
explode,exploded,6
fetch,fetched,6
flash,flashed,6
function,functioned,6
inject,injected,6
inquire,inquired,6
intersect,intersected,6
manipulate,manipulated,6
modify,modified,6
obscure,obscured,6
originate,originated,6
persist,persisted,6
portray,portrayed,6
protest,protested,6
pry,pried,6
quarrel,quarreled,6
rebut,rebutted,6
reconstruct,reconstructed,6
refrain,refrained,6
regret,regretted,6
relinquish,relinquished,6
rescue,rescued,6
roam,roamed,6
round,rounded,6
sail,sailed,6
scrub,scrubbed,6
shape,shaped,6
shave,shaved,6
ship,shipped,6
smooth,smoothed,6
spit,spit,6
spring,sprang,6
stimulate,stimulated,6
suppress,suppressed,6
toss,tossed,6
total,totaled,6
transfer,transferred,6
trot,trotted,6
venture,ventured,6
accelerate,accelerated,5
adapt,adapted,5
alert,alerted,5
alleviate,alleviated,5
applaud,applauded,5
arouse,aroused,5
authorize,authorized,5
average,averaged,5
bat,batted,5
block,blocked,5
boost,boosted,5
bury,buried,5
campaign,campaigned,5
certify,certified,5
cherish,cherished,5
cluster,clustered,5
color,colored,5
comply,complied,5
comprehend,comprehended,5
confuse,confused,5
contrast,contrasted,5
damage,damaged,5
date,dated,5
denounce,denounced,5
dismiss,dismissed,5
dispose,disposed,5
disrupt,disrupted,5
dissolve,dissolved,5
double,doubled,5
embark,embarked,5
enhance,enhanced,5
enlist,enlisted,5
enrich,enriched,5
enroll,enrolled,5
entail,entailed,5
entitle,entitled,5
erect,erected,5
evolve,evolved,5
extract,extracted,5
facilitate,facilitated,5
fool,fooled,5
forestall,forestalled,5
freeze,froze,5
gaze,gazed,5
generalize,generalized,5
grok,grokked,5
grumble,grumbled,5
heat,heated,5
hunt,hunted,5
imitate,imitated,5
incur,incurred,5
initiate,initiated,5
invade,invaded,5
kneel,knelt,5
lessen,lessened,5
mail,mailed,5
necessitate,necessitated,5
pause,paused,5
perpetuate,perpetuated,5
phone,phoned,5
plead,pleaded,5
prescribe,prescribed,5
probe,probed,5
profess,professed,5
program,programmed,5
rally,rallied,5
rationalize,rationalized,5
rebuild,rebuilt,5
repair,repaired,5
respect,respected,5
revise,revised,5
rip,ripped,5
ruin,ruined,5
screen,screened,5
seize,seized,5
shout,shouted,5
shrink,shrank,5
shudder,shuddered,5
simmer,simmered,5
sort,sorted,5
speed,sped,5
spell,spelled,5
sprinkle,sprinkled,5
stamp,stamped,5
steal,stole,5
stem,stemmed,5
strip,stripped,5
substitute,substituted,5
suffice,sufficed,5
supervise,supervised,5
surprise,surprised,5
surround,surrounded,5
swallow,swallowed,5
switch,switched,5
taste,tasted,5
tax,taxed,5
toast,toasted,5
twist,twisted,5
